WinnerName,WinnerAge,winner_Height,winner_Weight,winner_Reach,winner_Stance,winner_DOB,WinningDate,title_bout
Alexander Volkanovski,30.0,"5' 6""",145 lbs.,"71""",Orthodox,"Sep 29, 1988",2019-05-11,False
Laureano Staropoli,26.0,"6' 1""",170 lbs.,"71""",Orthodox,"Feb 27, 1993",2019-05-11,False
Irene Aldana,31.0,"5' 9""",135 lbs.,"68""",Orthodox,"Mar 26, 1988",2019-05-11,False
Ryan Spann,27.0,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991",2019-05-11,False
Thiago Moises,24.0,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 23, 1995",2019-05-11,False
Warlley Alves,28.0,"5' 11""",170 lbs.,"72""",Orthodox,"Jan 04, 1991",2019-05-11,False
Clay Guida,37.0,"5' 7""",155 lbs.,"70""",Orthodox,"Dec 08, 1981",2019-05-11,False
Donald Cerrone,36.0,"6' 1""",155 lbs.,"73""",Orthodox,"Mar 29, 1983",2019-05-04,False
Derek Brunson,35.0,"6' 1""",185 lbs.,"77""",Southpaw,"Jan 04, 1984",2019-05-04,False
Shane Burgos,28.0,"5' 11""",145 lbs.,"75""",Orthodox,"Mar 19, 1991",2019-05-04,False
Merab Dvalishvili,28.0,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991",2019-05-04,False
Macy Chiasson,27.0,"5' 11""",135 lbs.,"72""",,"Jul 27, 1991",2019-05-04,False
Vince Morales,28.0,"5' 7""",135 lbs.,"70""",Orthodox,"Nov 12, 1990",2019-05-04,False
Matt Sayles,25.0,"5' 7""",145 lbs.,"68""",Orthodox,"Feb 21, 1994",2019-05-04,False
Arjan Bhullar,32.0,"6' 1""",245 lbs.,"75""",Orthodox,"May 13, 1986",2019-05-04,False
Jack Hermansson,30.0,"6' 1""",185 lbs.,"77""",Orthodox,"Jun 10, 1988",2019-04-27,False
Greg Hardy,30.0,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 28, 1988",2019-04-27,False
Mike Perry,27.0,"5' 10""",170 lbs.,"71""",Orthodox,"Sep 15, 1991",2019-04-27,False
Glover Teixeira,39.0,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",2019-04-27,False
Cory Sandhagen,27.0,"5' 11""",135 lbs.,"70""",Switch,"Apr 20, 1992",2019-04-27,False
Augusto Sakai,27.0,"6' 3""",265 lbs.,"77""",Orthodox,"May 09, 1991",2019-04-27,False
Jim Miller,35.0,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",2019-04-27,False
Angela Hill,34.0,"5' 3""",115 lbs.,"64""",Orthodox,"Jan 12, 1985",2019-04-27,False
Dhiego Lima,30.0,"6' 2""",170 lbs.,"74""",Orthodox,"Jan 31, 1989",2019-04-27,False
Alistair Overeem,38.0,"6' 4""",265 lbs.,"80""",Orthodox,"May 17, 1980",2019-04-20,False
Sergei Pavlovich,26.0,"6' 3""",257 lbs.,"84""",Southpaw,"May 13, 1992",2019-04-20,False
Roxanne Modafferi,36.0,"5' 7""",125 lbs.,"69""",,"Sep 24, 1982",2019-04-20,False
Sultan Aliev,34.0,"5' 11""",170 lbs.,"74""",Orthodox,"Sep 17, 1984",2019-04-20,False
Shamil Abdurakhimov,37.0,"6' 3""",235 lbs.,"76""",Orthodox,"Sep 02, 1981",2019-04-20,False
Michal Oleksiejczuk,24.0,"6' 0""",205 lbs.,"74""",Southpaw,"Feb 22, 1995",2019-04-20,False
Dustin Poirier,30.0,"5' 9""",155 lbs.,"72""",Southpaw,"Jan 19, 1989",2019-04-13,True
Israel Adesanya,29.0,"6' 4""",185 lbs.,"80""",Switch,"Jul 22, 1989",2019-04-13,True
Khalil Rountree Jr.,29.0,"6' 1""",205 lbs.,"76""",Southpaw,"Feb 26, 1990",2019-04-13,False
Dwight Grant,34.0,"6' 1""",170 lbs.,"76""",Switch,"Sep 14, 1984",2019-04-13,False
Nikita Krylov,27.0,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 07, 1992",2019-04-13,False
Matt Frevola,28.0,"5' 9""",155 lbs.,"71""",Orthodox,"Jun 11, 1990",2019-04-13,False
Alexandre Pantoja,28.0,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 16, 1990",2019-04-13,False
Belal Muhammad,30.0,"5' 11""",170 lbs.,"72""",Orthodox,"Jul 09, 1988",2019-04-13,False
Montel Jackson,26.0,"5' 10""",135 lbs.,"75""",Southpaw,"Apr 24, 1992",2019-04-13,False
Poliana Botelho,30.0,"5' 8""",115 lbs.,"67""",Orthodox,"Dec 15, 1988",2019-04-13,False
Justin Gaethje,30.0,"5' 11""",155 lbs.,"70""",Orthodox,"Nov 14, 1988",2019-03-30,False
Jack Hermansson,30.0,"6' 1""",185 lbs.,"77""",Orthodox,"Jun 10, 1988",2019-03-30,False
Josh Emmett,34.0,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985",2019-03-30,False
Michelle Waterson,33.0,"5' 3""",115 lbs.,"62""",Orthodox,"Jan 06, 1986",2019-03-30,False
Sodiq Yusuff,25.0,"5' 9""",145 lbs.,"71""",Orthodox,"May 19, 1993",2019-03-30,False
Marina Rodriguez,31.0,"5' 6""",115 lbs.,"65""",Orthodox,"Apr 29, 1987",2019-03-30,False
Desmond Green,29.0,"5' 10""",155 lbs.,"73""",Southpaw,"Oct 11, 1989",2019-03-30,False
Kevin Aguilar,30.0,"5' 7""",145 lbs.,"73""",Orthodox,"Sep 07, 1988",2019-03-30,False
Kevin Holland,26.0,"6' 3""",185 lbs.,"81""",Orthodox,"Nov 05, 1992",2019-03-30,False
Alex Perez,27.0,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 21, 1992",2019-03-30,False
Anthony Pettis,32.0,"5' 10""",170 lbs.,"72""",Orthodox,"Jan 27, 1987",2019-03-23,False
Curtis Blaydes,28.0,"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",2019-03-23,False
John Makdessi,33.0,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985",2019-03-23,False
Jussier Formiga,33.0,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 14, 1985",2019-03-23,False
Luis Pena,25.0,"6' 3""",155 lbs.,"75""",Southpaw,"Jul 05, 1993",2019-03-23,False
Maycee Barber,20.0,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998",2019-03-23,False
Bryce Mitchell,24.0,"5' 10""",145 lbs.,,Southpaw,"Oct 04, 1994",2019-03-23,False
Marlon Vera,26.0,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992",2019-03-23,False
Jennifer Maia,30.0,"5' 4""",125 lbs.,"64""",Orthodox,"Oct 06, 1988",2019-03-23,False
Randa Markos,33.0,"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985",2019-03-23,False
Jorge Masvidal,34.0,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984",2019-03-16,False
Leon Edwards,27.0,"6' 0""",170 lbs.,"74""",Southpaw,"Aug 25, 1991",2019-03-16,False
Dominick Reyes,29.0,"6' 4""",205 lbs.,"77""",Southpaw,"Dec 26, 1989",2019-03-16,False
Nathaniel Wood,25.0,"5' 6""",135 lbs.,"69""",Orthodox,"May 08, 1993",2019-03-16,False
Claudio Silva,36.0,"5' 11""",170 lbs.,"71""",Southpaw,"Sep 06, 1982",2019-03-16,False
Jack Marshman,29.0,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989",2019-03-16,False
Arnold Allen,25.0,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 22, 1994",2019-03-16,False
Marc Diakiese,25.0,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 16, 1993",2019-03-16,False
Dan Ige,27.0,"5' 7""",145 lbs.,"71""",Orthodox,"Aug 06, 1991",2019-03-16,False
Molly McCann,28.0,"5' 4""",125 lbs.,"62""",Orthodox,"May 04, 1990",2019-03-16,False
Junior Dos Santos,35.0,"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984",2019-03-09,False
Elizeu Zaleski dos Santos,32.0,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 11, 1986",2019-03-09,False
Niko Price,29.0,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 29, 1989",2019-03-09,False
Blagoy Ivanov,32.0,"5' 11""",250 lbs.,"73""",Southpaw,"Oct 09, 1986",2019-03-09,False
Beneil Dariush,29.0,"5' 10""",155 lbs.,"72""",Southpaw,"May 06, 1989",2019-03-09,False
Omari Akhmedov,31.0,"6' 0""",185 lbs.,"73""",Orthodox,"Oct 12, 1987",2019-03-09,False
Anthony Rocco Martin,29.0,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 11, 1989",2019-03-09,False
Yana Kunitskaya,29.0,"5' 6""",135 lbs.,"68""",Orthodox,"Nov 11, 1989",2019-03-09,False
Matt Schnell,29.0,"5' 8""",135 lbs.,"70""",Orthodox,"Jan 15, 1990",2019-03-09,False
Alex Morono,28.0,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990",2019-03-09,False
Alex White,30.0,"6' 0""",155 lbs.,"71""",Southpaw,"Oct 22, 1988",2019-03-09,False
Jon Jones,31.0,"6' 4""",205 lbs.,"84""",Orthodox,"Jul 19, 1987",2019-03-02,True
Kamaru Usman,31.0,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987",2019-03-02,True
Weili Zhang,29.0,"5' 4""",115 lbs.,,Switch,"Aug 13, 1989",2019-03-02,False
Pedro Munhoz,32.0,"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986",2019-03-02,False
Zabit Magomedsharipov,28.0,"6' 1""",145 lbs.,"73""",Orthodox,"Mar 01, 1991",2019-03-02,False
Johnny Walker,26.0,"6' 5""",205 lbs.,"82""",Orthodox,"Mar 30, 1992",2019-03-02,False
Cody Stamann,29.0,"5' 6""",135 lbs.,"64""",Orthodox,"Nov 09, 1989",2019-03-02,False
Diego Sanchez,37.0,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",2019-03-02,False
Edmen Shahbazyan,21.0,"6' 2""",185 lbs.,,Orthodox,"Nov 20, 1997",2019-03-02,False
Macy Chiasson,27.0,"5' 11""",135 lbs.,"72""",,"Jul 27, 1991",2019-03-02,False
Hannah Cifers,26.0,"5' 1""",115 lbs.,"63""",Orthodox,"Jun 26, 1992",2019-03-02,False
Thiago Santos,35.0,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",2019-02-23,False
Stefan Struve,31.0,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",2019-02-23,False
Michal Oleksiejczuk,24.0,"6' 0""",205 lbs.,"74""",Southpaw,"Feb 22, 1995",2019-02-23,False
Liz Carmouche,35.0,"5' 6""",125 lbs.,"66""",Orthodox,"Feb 19, 1984",2019-02-23,False
Petr Yan,26.0,"5' 7""",135 lbs.,"67""",Switch,"Feb 11, 1993",2019-02-23,False
Dwight Grant,34.0,"6' 1""",170 lbs.,"76""",Switch,"Sep 14, 1984",2019-02-23,False
Chris Fishgold,26.0,"5' 8""",145 lbs.,"68""",Orthodox,"Jun 06, 1992",2019-02-23,False
Gillian Robertson,23.0,"5' 5""",125 lbs.,"63""",,"May 17, 1995",2019-02-23,False
Damir Hadzovic,32.0,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 08, 1986",2019-02-23,False
Diego Ferreira,34.0,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985",2019-02-23,False
Francis Ngannou,32.0,"6' 4""",250 lbs.,"83""",Orthodox,"Sep 05, 1986",2019-02-17,False
Paul Felder,34.0,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984",2019-02-17,False
Cynthia Calvillo,31.0,"5' 4""",115 lbs.,"64""",Orthodox,"Jul 13, 1987",2019-02-17,False
Vicente Luque,27.0,"5' 11""",170 lbs.,"75""",Orthodox,"Nov 27, 1991",2019-02-17,False
Andre Fili,28.0,"5' 11""",145 lbs.,"74""",Orthodox,"Jun 25, 1990",2019-02-17,False
Aljamain Sterling,29.0,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 31, 1989",2019-02-17,False
Manny Bermudez,24.0,"5' 10""",135 lbs.,"71""",Orthodox,"Jul 16, 1994",2019-02-17,False
Andrea Lee,30.0,"5' 6""",125 lbs.,"69""",Orthodox,"Feb 11, 1989",2019-02-17,False
Nik Lentz,34.0,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 13, 1984",2019-02-17,False
Luke Sanders,33.0,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985",2019-02-17,False
Emily Whitmire,27.0,"5' 5""",115 lbs.,"63""",,"May 24, 1991",2019-02-17,False
Israel Adesanya,29.0,"6' 4""",185 lbs.,"80""",Switch,"Jul 22, 1989",2019-02-09,False
Ricky Simon,26.0,"5' 6""",135 lbs.,"69""",Orthodox,"Aug 31, 1992",2019-02-09,False
Montana De La Rosa,23.0,"5' 7""",125 lbs.,"68""",,"Feb 14, 1995",2019-02-09,False
Jimmy Crute,22.0,"6' 2""",205 lbs.,"74""",Orthodox,"Mar 04, 1996",2019-02-09,False
Devonte Smith,25.0,"5' 9""",155 lbs.,"76""",Orthodox,"Jul 30, 1993",2019-02-09,False
Shane Young,25.0,"5' 8""",145 lbs.,"72""",Orthodox,"Jul 31, 1993",2019-02-09,False
Kyung Ho Kang,31.0,"5' 9""",135 lbs.,"73""",Orthodox,"Sep 09, 1987",2019-02-09,False
Jonathan Martinez,32.0,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1986",2019-02-09,False
Marlon Moraes,30.0,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988",2019-02-02,False
Jose Aldo,32.0,"5' 7""",145 lbs.,"70""",Orthodox,"Sep 09, 1986",2019-02-02,False
Demian Maia,41.0,"6' 1""",170 lbs.,"72""",Southpaw,"Nov 06, 1977",2019-02-02,False
Charles Oliveira,29.0,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",2019-02-02,False
Johnny Walker,26.0,"6' 5""",205 lbs.,"82""",Orthodox,"Mar 30, 1992",2019-02-02,False
Thiago Alves,35.0,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 03, 1983",2019-02-02,False
Said Nurmagomedov,26.0,"5' 8""",135 lbs.,"70""",Orthodox,"Apr 05, 1992",2019-02-02,False
Henry Cejudo,31.0,"5' 4""",135 lbs.,"64""",Orthodox,"Feb 09, 1987",2019-01-19,True
Gregor Gillespie,32.0,"5' 7""",155 lbs.,"71""",Orthodox,"Nov 13, 1986",2019-01-19,False
Joseph Benavidez,34.0,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",2019-01-19,False
Paige VanZant,24.0,"5' 4""",115 lbs.,"65""",Orthodox,"Mar 26, 1994",2019-01-19,False
Glover Teixeira,39.0,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",2019-01-19,False
Donald Cerrone,35.0,"6' 1""",155 lbs.,"73""",Orthodox,"Mar 29, 1983",2019-01-19,False
Dennis Bermudez,32.0,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986",2019-01-19,False
Geoff Neal,28.0,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990",2019-01-19,False
Jon Jones,31.0,"6' 4""",205 lbs.,"84""",Orthodox,"Jul 19, 1987",2018-12-29,True
Amanda Nunes,30.0,"5' 8""",145 lbs.,"69""",Orthodox,"May 30, 1988",2018-12-29,True
Michael Chiesa,31.0,"6' 1""",170 lbs.,"75""",Southpaw,"Dec 07, 1987",2018-12-29,False
Corey Anderson,29.0,"6' 3""",205 lbs.,"79""",Orthodox,"Sep 22, 1989",2018-12-29,False
Alexander Volkanovski,30.0,"5' 6""",145 lbs.,"71""",Orthodox,"Sep 29, 1988",2018-12-29,False
Megan Anderson,28.0,"6' 0""",145 lbs.,"72""",Orthodox,"Feb 11, 1990",2018-12-29,False
Petr Yan,25.0,"5' 7""",135 lbs.,"67""",Switch,"Feb 11, 1993",2018-12-29,False
Ryan Hall,33.0,"5' 10""",155 lbs.,"71""",,"Feb 22, 1985",2018-12-29,False
Nathaniel Wood,25.0,"5' 6""",135 lbs.,"69""",Orthodox,"May 08, 1993",2018-12-29,False
Curtis Millender,31.0,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 01, 1987",2018-12-29,False
Montel Jackson,26.0,"5' 10""",135 lbs.,"75""",Southpaw,"Apr 24, 1992",2018-12-29,False
Al Iaquinta,31.0,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 30, 1987",2018-12-15,False
Edson Barboza,32.0,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 21, 1986",2018-12-15,False
Rob Font,31.0,"5' 8""",135 lbs.,"71""",Orthodox,"Jun 25, 1987",2018-12-15,False
Charles Oliveira,29.0,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",2018-12-15,False
Drakkar Klose,30.0,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 09, 1988",2018-12-15,False
Joaquim Silva,29.0,"5' 8""",155 lbs.,"69""",,"Feb 05, 1989",2018-12-15,False
Jack Hermansson,30.0,"6' 1""",185 lbs.,"77""",Orthodox,"Jun 10, 1988",2018-12-15,False
Zak Cummings,34.0,"6' 0""",185 lbs.,"75""",Southpaw,"Aug 02, 1984",2018-12-15,False
Mike Rodriguez,30.0,"6' 4""",205 lbs.,"82""",Southpaw,"Nov 28, 1988",2018-12-15,False
Max Holloway,27.0,"5' 11""",155 lbs.,"69""",Orthodox,"Dec 04, 1991",2018-12-08,True
Valentina Shevchenko,30.0,"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988",2018-12-08,True
Gunnar Nelson,30.0,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988",2018-12-08,False
Hakeem Dawodu,27.0,"5' 8""",145 lbs.,"73""",Orthodox,"Jul 02, 1991",2018-12-08,False
Thiago Santos,34.0,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",2018-12-08,False
Nina Ansaroff,33.0,"5' 5""",115 lbs.,"64""",Orthodox,"Dec 03, 1985",2018-12-08,False
Gilbert Burns,32.0,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 20, 1986",2018-12-08,False
Jessica Eye,32.0,"5' 6""",125 lbs.,"66""",Orthodox,"Jul 27, 1986",2018-12-08,False
Elias Theodorou,30.0,"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988",2018-12-08,False
Brad Katona,26.0,"5' 6""",135 lbs.,"64""",Orthodox,"Dec 19, 1991",2018-12-08,False
Dhiego Lima,29.0,"6' 2""",170 lbs.,"74""",Orthodox,"Jan 31, 1989",2018-12-08,False
Aleksandar Rakic,26.0,"6' 4""",205 lbs.,"78""",Orthodox,"Feb 06, 1992",2018-12-08,False
Junior Dos Santos,34.0,"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984",2018-12-01,False
Mauricio Rua,37.0,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981",2018-12-01,False
Justin Willis,31.0,"6' 1""",264 lbs.,"78""",Southpaw,"Jul 19, 1987",2018-12-01,False
Anthony Rocco Martin,28.0,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 11, 1989",2018-12-01,False
Aleksei Kunchenko,34.0,"5' 8""",170 lbs.,"70""",Orthodox,"May 02, 1984",2018-12-01,False
Wilson Reis,33.0,"5' 4""",125 lbs.,"65""",Southpaw,"Jan 06, 1985",2018-12-01,False
Keita Nakamura,34.0,"5' 11""",170 lbs.,"73""",Southpaw,"May 22, 1984",2018-12-01,False
Christos Giagos,28.0,"5' 10""",155 lbs.,"71""",Orthodox,"Jan 23, 1990",2018-12-01,False
Kamaru Usman,31.0,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987",2018-11-30,False
Pedro Munhoz,32.0,"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986",2018-11-30,False
Joseph Benavidez,34.0,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",2018-11-30,False
Tim Means,34.0,"6' 2""",170 lbs.,"75""",Orthodox,"Feb 20, 1984",2018-11-30,False
Francis Ngannou,32.0,"6' 4""",250 lbs.,"83""",Orthodox,"Sep 05, 1986",2018-11-24,False
Li Jingliang,30.0,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988",2018-11-24,False
Alex Morono,28.0,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990",2018-11-24,False
Wu Yanan,22.0,"5' 8""",125 lbs.,"66""",Orthodox,"Apr 18, 1996",2018-11-24,False
Rashad Coulter,36.0,"5' 11""",205 lbs.,"76""",Orthodox,"Nov 27, 1981",2018-11-24,False
Weili Zhang,29.0,"5' 4""",115 lbs.,,Switch,"Aug 13, 1989",2018-11-24,False
Yan Xiaonan,29.0,"5' 5""",115 lbs.,"63""",Orthodox,"Jun 16, 1989",2018-11-24,False
Kevin Holland,26.0,"6' 3""",185 lbs.,"81""",Orthodox,"Nov 05, 1992",2018-11-24,False
Santiago Ponzinibbio,32.0,"6' 0""",170 lbs.,"73""",Orthodox,"Sep 26, 1986",2018-11-17,False
Ricardo Lamas,36.0,"5' 8""",145 lbs.,"71""",Orthodox,"May 21, 1982",2018-11-17,False
Marlon Vera,25.0,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992",2018-11-17,False
Cynthia Calvillo,31.0,"5' 4""",115 lbs.,"64""",Orthodox,"Jul 13, 1987",2018-11-17,False
Michel Prazeres,37.0,"5' 6""",170 lbs.,"67""",Orthodox,"Jul 25, 1981",2018-11-17,False
Alexandre Pantoja,28.0,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 16, 1990",2018-11-17,False
Austin Arnett,27.0,"6' 0""",145 lbs.,"72""",Orthodox,"Oct 22, 1991",2018-11-17,False
Yair Rodriguez,26.0,"5' 11""",145 lbs.,"71""",,"Oct 06, 1992",2018-11-10,False
Donald Cerrone,35.0,"6' 1""",155 lbs.,"73""",Orthodox,"Mar 29, 1983",2018-11-10,False
Germaine de Randamie,34.0,"5' 9""",135 lbs.,"71""",Orthodox,"Apr 24, 1984",2018-11-10,False
Michael Trizano,26.0,"5' 11""",155 lbs.,"71""",Orthodox,"Dec 31, 1991",2018-11-10,False
Ashley Yoder,31.0,"5' 7""",115 lbs.,"69""",Southpaw,"Oct 20, 1987",2018-11-10,False
Davi Ramos,32.0,"5' 6""",155 lbs.,"70""",Orthodox,"Nov 05, 1986",2018-11-10,False
Eric Shelton,27.0,"5' 6""",125 lbs.,"68""",Orthodox,"Feb 02, 1991",2018-11-10,False
Mark De La Rosa,24.0,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 31, 1994",2018-11-10,False
Daniel Cormier,39.0,"5' 11""",235 lbs.,"72""",Orthodox,"Mar 20, 1979",2018-11-03,True
Jacare Souza,38.0,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979",2018-11-03,False
Jared Cannonier,34.0,"5' 11""",185 lbs.,"77""",Switch,"Mar 16, 1984",2018-11-03,False
Karl Roberson,28.0,"6' 1""",205 lbs.,"74""",Southpaw,"Oct 04, 1990",2018-11-03,False
Israel Adesanya,29.0,"6' 4""",185 lbs.,"80""",Switch,"Jul 22, 1989",2018-11-03,False
Jordan Rinaldi,31.0,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 25, 1987",2018-11-03,False
Sijara Eubanks,33.0,"5' 4""",135 lbs.,"67""",,"Apr 27, 1985",2018-11-03,False
Sheymon Moraes,28.0,"5' 8""",145 lbs.,"72""",Orthodox,"Oct 11, 1990",2018-11-03,False
Lyman Good,33.0,"6' 0""",170 lbs.,"74""",Orthodox,"May 26, 1985",2018-11-03,False
Shane Burgos,27.0,"5' 11""",145 lbs.,"75""",Orthodox,"Mar 19, 1991",2018-11-03,False
Marcos Rogerio de Lima,33.0,"6' 1""",253 lbs.,"75""",Orthodox,"Jun 25, 1985",2018-11-03,False
Anthony Smith,30.0,"6' 4""",205 lbs.,"76""",Orthodox,"Jul 26, 1988",2018-10-27,False
Michael Johnson,32.0,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 04, 1986",2018-10-27,False
Misha Cirkunov,31.0,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 27, 1987",2018-10-27,False
Gian Villante,33.0,"6' 3""",205 lbs.,"76""",Orthodox,"Aug 18, 1985",2018-10-27,False
Court McGee,33.0,"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984",2018-10-27,False
Sean Strickland,27.0,"6' 1""",170 lbs.,"76""",Orthodox,"Feb 27, 1991",2018-10-27,False
Nasrat Haqparast,23.0,"5' 10""",155 lbs.,"72""",Southpaw,"Aug 22, 1995",2018-10-27,False
Talita Bernardo,31.0,"5' 4""",135 lbs.,"68""",Orthodox,"Mar 04, 1987",2018-10-27,False
Arjan Bhullar,32.0,"6' 1""",245 lbs.,"75""",Orthodox,"May 13, 1986",2018-10-27,False
Stevie Ray,28.0,"5' 10""",155 lbs.,"70""",Southpaw,"Mar 25, 1990",2018-10-27,False
Khabib Nurmagomedov,30.0,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988",2018-10-06,True
Tony Ferguson,34.0,"5' 11""",155 lbs.,"76""",Orthodox,"Feb 12, 1984",2018-10-06,False
Dominick Reyes,28.0,"6' 4""",205 lbs.,"77""",Southpaw,"Dec 26, 1989",2018-10-06,False
Derrick Lewis,33.0,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",2018-10-06,False
Michelle Waterson,32.0,"5' 3""",115 lbs.,"62""",Orthodox,"Jan 06, 1986",2018-10-06,False
Jussier Formiga,33.0,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 14, 1985",2018-10-06,False
Aspen Ladd,23.0,"5' 6""",135 lbs.,"66""",Orthodox,"Mar 01, 1995",2018-10-06,False
Scott Holtzman,35.0,"5' 9""",155 lbs.,"69""",Orthodox,"Sep 30, 1983",2018-10-06,False
Yana Kunitskaya,28.0,"5' 6""",135 lbs.,"68""",Orthodox,"Nov 11, 1989",2018-10-06,False
Nik Lentz,34.0,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 13, 1984",2018-10-06,False
Anthony Rocco Martin,28.0,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 11, 1989",2018-10-06,False
Thiago Santos,34.0,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",2018-09-22,False
Alex Oliveira,30.0,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 21, 1988",2018-09-22,False
Rogerio Nogueira,42.0,"6' 2""",205 lbs.,"75""",Southpaw,"Jun 02, 1976",2018-09-22,False
Charles Oliveira,28.0,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",2018-09-22,False
Francisco Trinaldo,40.0,"5' 9""",155 lbs.,"70""",Southpaw,"Aug 24, 1978",2018-09-22,False
Sergio Moraes,36.0,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 23, 1982",2018-09-22,False
Thales Leites,37.0,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 06, 1981",2018-09-22,False
Aleksei Oleinik,41.0,"6' 2""",240 lbs.,"80""",Orthodox,"Jun 20, 1977",2018-09-15,False
Jan Blachowicz,35.0,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",2018-09-15,False
Shamil Abdurakhimov,37.0,"6' 3""",235 lbs.,"76""",Orthodox,"Sep 02, 1981",2018-09-15,False
Rustam Khabilov,31.0,"5' 8""",155 lbs.,"73""",Orthodox,"Nov 04, 1986",2018-09-15,False
